Zeit_s;Kraft_N;Weg_mm;Durchbiegung fm_mm;Biegespannung_MPa
3,360000;2,828524;0,042316;0,000000;1,567049
3,380000;2,846092;0,042579;0,000000;1,576782
3,400000;2,863661;0,042842;0,000000;1,586516
3,420000;2,881229;0,043105;0,000000;1,596249
3,440000;2,898798;0,043368;0,000000;1,605982
3,460000;2,916366;0,043631;0,000000;1,615715
3,480000;2,933935;0,043893;0,000000;1,625449
3,500000;2,951503;0,044156;0,000000;1,635182
3,520000;2,969071;0,044419;0,000000;1,644915
3,540000;2,986640;0,044682;0,000000;1,654648
3,560000;3,004208;0,044945;0,000000;1,664381
3,580000;3,021777;0,045208;0,000000;1,674115
3,600000;3,039345;0,045470;0,000000;1,683848
3,620000;3,056914;0,045733;0,000000;1,693581
3,640000;3,074482;0,045996;0,000000;1,703314
3,660000;3,092051;0,046259;0,000000;1,713048
3,680000;3,109619;0,046522;0,000000;1,722781
3,700000;3,127188;0,046785;0,000000;1,732514
3,720000;3,144756;0,047047;0,000000;1,742247
3,740000;3,162325;0,047310;0,000000;1,751980
3,760000;3,179893;0,047573;0,000000;1,761714
3,780000;3,197462;0,047836;0,000000;1,771447
3,800000;3,215030;0,048099;0,000000;1,781180
3,820000;3,232599;0,048362;0,000000;1,790913
3,840000;3,250167;0,048624;0,000000;1,800647
3,860000;3,267735;0,048887;0,000000;1,810380
3,880000;3,285304;0,049150;0,000000;1,820113
3,900000;3,302872;0,049413;0,000000;1,829846
3,920000;3,320441;0,049676;0,000000;1,839579
3,940000;3,338009;0,049939;0,000000;1,849313
3,960000;3,355578;0,050201;0,000000;1,859046
3,980000;3,373146;0,050464;0,000000;1,868779
4,000000;3,390715;0,050727;0,000000;1,878512
4,020000;3,408283;0,050990;0,000000;1,888246
4,040000;3,425852;0,051253;0,000000;1,897979
4,060000;3,443420;0,051516;0,000000;1,907712
4,080000;3,460989;0,051778;0,000000;1,917445
4,100000;3,478557;0,052041;0,000000;1,927178
4,120000;3,496126;0,052304;0,000000;1,936912
4,140000;3,513694;0,052567;0,000000;1,946645
4,160000;3,531263;0,052830;0,000000;1,956378
4,180000;3,548831;0,053093;0,000000;1,966111
4,200000;3,566399;0,053355;0,000000;1,975845
4,220000;3,583968;0,053618;0,000000;1,985578
4,240000;3,601536;0,053881;0,000000;1,995311
4,260000;3,619105;0,054144;0,000000;2,005044
4,280000;3,636673;0,054407;0,000000;2,014777
4,300000;3,654242;0,054670;0,000000;2,024511
4,320000;3,671810;0,054932;0,000000;2,034244
4,340000;3,689379;0,055195;0,000000;2,043977
4,360000;3,706947;0,055458;0,000000;2,053710
4,380000;3,724516;0,055721;0,000000;2,063444
4,400000;3,742084;0,055984;0,000000;2,073177
4,420000;3,759653;0,056247;0,000000;2,082910
4,440000;3,777221;0,056509;0,000000;2,092643
4,460000;3,794790;0,056772;0,000000;2,102377
4,480000;3,812358;0,057035;0,000000;2,112110
4,500000;3,829927;0,057298;0,000000;2,121843
4,520000;3,847495;0,057561;0,000000;2,131576
4,540000;3,865063;0,057824;0,000000;2,141309
4,560000;3,882632;0,058086;0,000000;2,151043
4,580000;3,900200;0,058349;0,000000;2,160776
4,600000;3,917769;0,058612;0,000000;2,170509
4,620000;3,935337;0,058875;0,000000;2,180242
4,640000;3,952906;0,059138;0,000000;2,189976
4,660000;3,970474;0,059401;0,000000;2,199709
4,680000;3,988043;0,059663;0,000000;2,209442
4,700000;4,005611;0,059926;0,000000;2,219175
4,720000;4,023180;0,060189;0,000000;2,228908
4,740000;4,040748;0,060452;0,000000;2,238642
4,760000;4,058317;0,060715;0,000000;2,248375
4,780000;4,075885;0,060978;0,000000;2,258108
4,800000;4,093454;0,061240;0,000000;2,267841
4,820000;4,111022;0,061503;0,000000;2,277575
4,840000;4,128591;0,061766;0,000000;2,287308
4,860000;4,146159;0,062029;0,000000;2,297041
4,880000;4,163727;0,062292;0,000000;2,306774
4,900000;4,181296;0,062555;0,000000;2,316507
4,920000;4,198864;0,062817;0,000000;2,326241
4,940000;4,216433;0,063080;0,000000;2,335974
4,960000;4,234001;0,063343;0,000000;2,345707
4,980000;4,251570;0,063606;0,000000;2,355440
5,000000;4,269138;0,063869;0,000000;2,365174
5,020000;4,286707;0,064132;0,000000;2,374907
5,040000;4,304275;0,064394;0,000000;2,384640
5,060000;4,321844;0,064657;0,000000;2,394373
5,080000;4,339412;0,064920;0,000000;2,404106
5,100000;4,356981;0,065183;0,000000;2,413840
5,120000;4,374549;0,065446;0,000000;2,423573
5,140000;4,392118;0,065709;0,000000;2,433306
5,160000;4,409686;0,065971;0,000000;2,443039
5,180000;4,427255;0,066234;0,000000;2,452773
5,200000;4,444823;0,066497;0,000000;2,462506
5,220000;4,462391;0,066760;0,000000;2,472239
5,240000;4,479960;0,067023;0,000000;2,481972
5,260000;4,497528;0,067286;0,000000;2,491705
5,280000;4,515097;0,067548;0,000000;2,501439
5,300000;4,532665;0,067811;0,000000;2,511172
5,320000;4,550234;0,068074;0,000000;2,520905
5,340000;4,567802;0,068337;0,000000;2,530638
5,360000;4,585371;0,068600;0,000000;2,540372
5,380000;4,602939;0,068863;0,000000;2,550105
5,400000;4,620508;0,069125;0,000000;2,559838
5,420000;4,638076;0,069388;0,000000;2,569571
5,440000;4,655645;0,069651;0,000000;2,579305
5,460000;4,673213;0,069914;0,000000;2,589038
5,480000;4,690782;0,070177;0,000000;2,598771
5,500000;4,708350;0,070440;0,000000;2,608504
5,520000;4,725919;0,070703;0,000000;2,618237
5,540000;4,743487;0,070965;0,000000;2,627971
5,560000;4,761055;0,071228;0,000000;2,637704
5,580000;4,778624;0,071491;0,000000;2,647437
5,600000;4,796192;0,071754;0,000000;2,657170
5,620000;4,813761;0,072017;0,000000;2,666904
5,640000;4,831329;0,072280;0,000000;2,676637
5,660000;4,848898;0,072542;0,000000;2,686370
5,680000;4,866466;0,072805;0,000000;2,696103
5,700000;4,884035;0,073068;0,000000;2,705836
5,720000;4,901603;0,073331;0,000000;2,715570
5,740000;4,919172;0,073594;0,000000;2,725303
5,760000;4,936740;0,073857;0,000000;2,735036
5,780000;4,954309;0,074119;0,000000;2,744769
5,800000;4,971877;0,074382;0,000000;2,754503
5,820000;4,989446;0,074645;0,000000;2,764236
5,840000;5,007014;0,074908;0,000000;2,773969
5,860000;5,024583;0,075171;0,000000;2,783702
5,880000;5,042151;0,075434;0,000000;2,793435
5,900000;5,059719;0,075696;0,000000;2,803169
5,920000;5,077288;0,075959;0,000000;2,812902
5,940000;5,094856;0,076222;0,000000;2,822635
5,960000;5,112425;0,076485;0,000000;2,832368
5,980000;5,129993;0,076748;0,000000;2,842102
6,000000;5,147562;0,077011;0,000000;2,851835
6,020000;5,165130;0,077273;0,000000;2,861568
6,040000;5,182699;0,077536;0,000000;2,871301
6,060000;5,200267;0,077799;0,000000;2,881034
6,080000;5,217836;0,078062;0,000000;2,890768
6,100000;5,235404;0,078325;0,000000;2,900501
6,120000;5,252973;0,078588;0,000000;2,910234
6,140000;5,270541;0,078850;0,000000;2,919967
6,160000;5,288110;0,079113;0,000000;2,929701
6,180000;5,305678;0,079376;0,000000;2,939434
6,200000;5,323247;0,079639;0,000000;2,949167
6,220000;5,340815;0,079902;0,000000;2,958900
6,240000;5,358383;0,080165;0,000000;2,968633
6,260000;5,375952;0,080427;0,000000;2,978367
6,280000;5,393520;0,080690;0,000000;2,988100
6,300000;5,411089;0,080953;0,000000;2,997833
6,320000;5,428657;0,081216;0,000000;3,007566
6,340000;5,446226;0,081479;0,000000;3,017300
6,360000;5,463794;0,081742;0,000000;3,027033
6,380000;5,481363;0,082004;0,000000;3,036766
6,400000;5,498931;0,082267;0,000000;3,046499
6,420000;5,516500;0,082530;0,000000;3,056233
6,440000;5,534068;0,082793;0,000000;3,065966
6,460000;5,551637;0,083056;0,000000;3,075699
6,480000;5,569205;0,083319;0,000000;3,085432
6,500000;5,586774;0,083581;0,000000;3,095165
6,520000;5,604342;0,083844;0,000000;3,104899
6,540000;5,621911;0,084107;0,000000;3,114632
6,560000;5,639479;0,084370;0,000000;3,124365
6,580000;5,657047;0,084633;0,000000;3,134098
6,600000;5,674616;0,084896;0,000000;3,143832
6,620000;5,692184;0,085158;0,000000;3,153565
6,640000;5,709753;0,085421;0,000000;3,163298
6,660000;5,727321;0,085684;0,000000;3,173031
6,680000;5,744890;0,085947;0,000000;3,182764
6,700000;5,762458;0,086210;0,000000;3,192498
6,720000;5,780027;0,086473;0,000000;3,202231
6,740000;5,797595;0,086735;0,000000;3,211964
6,760000;5,815164;0,086998;0,000000;3,221697
6,780000;5,832732;0,087261;0,000000;3,231431
6,800000;5,850301;0,087524;0,000000;3,241164
6,820000;5,867869;0,087787;0,000000;3,250897
6,840000;5,885438;0,088050;0,000000;3,260630
6,860000;5,903006;0,088312;0,000000;3,270363
6,880000;5,920574;0,088575;0,000000;3,280097
6,900000;5,938143;0,088838;0,000000;3,289830
6,920000;5,955711;0,089101;0,000000;3,299563
6,940000;5,973280;0,089364;0,000000;3,309296
6,960000;5,990848;0,089627;0,000000;3,319030
6,980000;6,008417;0,089889;0,000000;3,328763
7,000000;6,025985;0,090152;0,000000;3,338496
7,020000;6,043554;0,090415;0,000000;3,348229
7,040000;6,061122;0,090678;0,000000;3,357962
7,060000;6,078691;0,090941;0,000000;3,367696
7,080000;6,096259;0,091204;0,000000;3,377429
7,100000;6,113828;0,091466;0,000000;3,387162
7,120000;6,131396;0,091729;0,000000;3,396895
7,140000;6,148965;0,091992;0,000000;3,406629
7,160000;6,166533;0,092255;0,000000;3,416362
7,180000;6,184102;0,092518;0,000000;3,426095
7,200000;6,201670;0,092781;0,000000;3,435828
7,220000;6,219238;0,093043;0,000000;3,445561
7,240000;6,236807;0,093306;0,000000;3,455295
7,260000;6,254375;0,093569;0,000000;3,465028
7,280000;6,271944;0,093832;0,000000;3,474761
7,300000;6,289512;0,094095;0,000000;3,484494
7,320000;6,307081;0,094358;0,000000;3,494228
7,340000;6,324649;0,094620;0,000000;3,503961
7,360000;6,342218;0,094883;0,000000;3,513694
7,380000;6,359786;0,095146;0,000000;3,523427
7,400000;6,377355;0,095409;0,000000;3,533161
7,420000;6,394923;0,095672;0,000000;3,542894
7,440000;6,412492;0,095935;0,000000;3,552627
7,460000;6,430060;0,096197;0,000000;3,562360
7,480000;6,447629;0,096460;0,000000;3,572093
7,500000;6,465197;0,096723;0,000000;3,581827
7,520000;6,482766;0,096986;0,000000;3,591560
7,540000;6,500334;0,097249;0,000000;3,601293
7,560000;6,517902;0,097512;0,000000;3,611026
7,580000;6,535471;0,097774;0,000000;3,620760
7,600000;6,553039;0,098037;0,000000;3,630493
7,620000;6,570608;0,098300;0,000000;3,640226
7,640000;6,588176;0,098563;0,000000;3,649959
7,660000;6,605745;0,098826;0,000000;3,659692
7,680000;6,623313;0,099089;0,000000;3,669426
7,700000;6,640882;0,099351;0,000000;3,679159
7,720000;6,658450;0,099614;0,000000;3,688892
7,740000;6,676019;0,099877;0,000000;3,698625
7,760000;6,693587;0,100140;0,000000;3,708359
7,780000;6,711156;0,100403;0,000000;3,718092
7,800000;6,728724;0,100666;0,000000;3,727825
7,820000;6,746293;0,100928;0,000000;3,737558
7,840000;6,763861;0,101191;0,000000;3,747291
7,860000;6,781430;0,101454;0,000000;3,757025
7,880000;6,798998;0,101717;0,000000;3,766758
7,900000;6,816566;0,101980;0,000000;3,776491
7,920000;6,834135;0,102243;0,000000;3,786224
7,940000;6,851703;0,102505;0,000000;3,795958
7,960000;6,869272;0,102768;0,000000;3,805691
7,980000;6,886840;0,103031;0,000000;3,815424
8,000000;6,904409;0,103294;0,000000;3,825157
8,020000;6,921977;0,103557;0,000000;3,834890
8,040000;6,939546;0,103820;0,000000;3,844624
8,060000;6,957114;0,104082;0,000000;3,854357
8,080000;6,974683;0,104345;0,000000;3,864090
8,100000;6,992251;0,104608;0,000000;3,873823
8,120000;7,009820;0,104871;0,000000;3,883557
8,140000;7,027388;0,105134;0,000000;3,893290
8,160000;7,044957;0,105397;0,000000;3,903023
8,180000;7,062525;0,105660;0,000000;3,912756
8,200000;7,080094;0,105922;0,000000;3,922489
8,220000;7,097662;0,106185;0,000000;3,932223
8,240000;7,115230;0,106448;0,000000;3,941956
8,260000;7,132799;0,106711;0,000000;3,951689
8,280000;7,150367;0,106974;0,000000;3,961422
8,300000;7,167936;0,107237;0,000000;3,971156
8,320000;7,185504;0,107499;0,000000;3,980889
8,340000;7,203073;0,107762;0,000000;3,990622
8,360000;7,220641;0,108025;0,000000;4,000355
8,380000;7,238210;0,108288;0,000000;4,010089
8,400000;7,255778;0,108551;0,000000;4,019822
8,420000;7,273347;0,108814;0,000000;4,029555
8,440000;7,290915;0,109076;0,000000;4,039288
8,460000;7,308484;0,109339;0,000000;4,049021
8,480000;7,326052;0,109602;0,000000;4,058755
8,500000;7,343621;0,109865;0,000000;4,068488
8,520000;7,361189;0,110128;0,000000;4,078221
8,540000;7,378758;0,110391;0,000000;4,087954
8,560000;7,396326;0,110653;0,000000;4,097688
8,580000;7,413894;0,110916;0,000000;4,107421
8,600000;7,431463;0,111179;0,000000;4,117154
8,620000;7,449031;0,111442;0,000000;4,126887
8,640000;7,466600;0,111705;0,000000;4,136620
8,660000;7,484168;0,111968;0,000000;4,146354
8,680000;7,501737;0,112230;0,000000;4,156087
8,700000;7,519305;0,112493;0,000000;4,165820
8,720000;7,536874;0,112756;0,000000;4,175553
8,740000;7,554442;0,113019;0,000000;4,185287
8,760000;7,572011;0,113282;0,000000;4,195020
8,780000;7,589579;0,113545;0,000000;4,204753
8,800000;7,607148;0,113807;0,000000;4,214486
8,820000;7,624716;0,114070;0,000000;4,224219
8,840000;7,642285;0,114333;0,000000;4,233953
8,860000;7,659853;0,114596;0,000000;4,243686
8,880000;7,677422;0,114859;0,000000;4,253419
8,900000;7,694990;0,115122;0,000000;4,263152
8,920000;7,712558;0,115384;0,000000;4,272886
8,940000;7,730127;0,115647;0,000000;4,282619
8,960000;7,747695;0,115910;0,000000;4,292352
8,980000;7,765264;0,116173;0,000000;4,302085
9,000000;7,782832;0,116436;0,000000;4,311818
9,020000;7,800401;0,116699;0,000000;4,321552
9,040000;7,817969;0,116961;0,000000;4,331285
9,060000;7,835538;0,117224;0,000000;4,341018
9,080000;7,853106;0,117487;0,000000;4,350751
9,100000;7,870675;0,117750;0,000000;4,360485
9,120000;7,888243;0,118013;0,000000;4,370218
9,140000;7,905812;0,118276;0,000000;4,379951
9,160000;7,923380;0,118538;0,000000;4,389684
9,180000;7,940949;0,118801;0,000000;4,399417
9,200000;7,958517;0,119064;0,000000;4,409151
9,220000;7,976086;0,119327;0,000000;4,418884
9,240000;7,993654;0,119590;0,000000;4,428617
9,260000;8,011222;0,119853;0,000000;4,438350
9,280000;8,028791;0,120115;0,000000;4,448084
9,300000;8,046359;0,120378;0,000000;4,457817
9,320000;8,063928;0,120641;0,000000;4,467550
9,340000;8,081496;0,120904;0,000000;4,477283
9,360000;8,099065;0,121167;0,000000;4,487017
9,380000;8,116633;0,121430;0,000000;4,496750
9,400000;8,134202;0,121692;0,000000;4,506483
9,420000;8,151770;0,121955;0,000000;4,516216
9,440000;8,169339;0,122218;0,000000;4,525949
9,460000;8,186907;0,122481;0,000000;4,535683
9,480000;8,204476;0,122744;0,000000;4,545416
9,500000;8,222044;0,123007;0,000000;4,555149
9,520000;8,239613;0,123269;0,000000;4,564882
9,540000;8,257181;0,123532;0,000000;4,574616
9,560000;8,274750;0,123795;0,000000;4,584349
9,580000;8,292318;0,124058;0,000000;4,594082
9,600000;8,309886;0,124321;0,000000;4,603815
9,620000;8,327455;0,124584;0,000000;4,613548
9,640000;8,345023;0,124846;0,000000;4,623282
9,660000;8,362592;0,125109;0,000000;4,633015
9,680000;8,380160;0,125372;0,000000;4,642748
9,700000;8,397729;0,125635;0,000000;4,652481
9,720000;8,415297;0,125898;0,000000;4,662215
9,740000;8,432866;0,126161;0,000000;4,671948
9,760000;8,450434;0,126423;0,000000;4,681681
9,780000;8,468003;0,126686;0,000000;4,691414
9,800000;8,485571;0,126949;0,000000;4,701147
9,820000;8,503140;0,127212;0,000000;4,710881
9,840000;8,520708;0,127475;0,000000;4,720614
9,860000;8,538277;0,127738;0,000000;4,730347
9,880000;8,555845;0,128000;0,000000;4,740080
9,900000;8,573414;0,128263;0,000000;4,749814
9,920000;8,590982;0,128526;0,000000;4,759547
9,940000;8,608550;0,128789;0,000000;4,769280
9,960000;8,626119;0,129052;0,000000;4,779013
9,980000;8,643687;0,129315;0,000000;4,788746
10,000000;8,661256;0,129577;0,000000;4,798480
10,020000;8,678824;0,129840;0,000000;4,808213
10,040000;8,696393;0,130103;0,000000;4,817946
10,060000;8,713961;0,130366;0,000000;4,827679
10,080000;8,731530;0,130629;0,000000;4,837413
10,100000;8,749098;0,130892;0,000000;4,847146
10,120000;8,766667;0,131154;0,000000;4,856879
10,140000;8,784235;0,131417;0,000000;4,866612
10,160000;8,801804;0,131680;0,000000;4,876346
10,180000;8,819372;0,131943;0,000000;4,886079
10,200000;8,836941;0,132206;0,000000;4,895812
10,220000;8,854509;0,132469;0,000000;4,905545
10,240000;8,872078;0,132731;0,000000;4,915278
10,260000;8,889646;0,132994;0,000000;4,925012
10,280000;8,907214;0,133257;0,000000;4,934745
10,300000;8,924783;0,133520;0,000000;4,944478
10,320000;8,942351;0,133783;0,000000;4,954211
10,340000;8,959920;0,134046;0,000000;4,963945
10,360000;8,977488;0,134308;0,000000;4,973678
10,380000;8,995057;0,134571;0,000000;4,983411
10,400000;9,012625;0,134834;0,000000;4,993144
10,420000;9,030194;0,135097;0,000000;5,002877
10,440000;9,047762;0,135360;0,000000;5,012611
10,460000;9,065331;0,135623;0,000000;5,022344
10,480000;9,082899;0,135885;0,000000;5,032077
10,500000;9,100468;0,136148;0,000000;5,041810
10,520000;9,118036;0,136411;0,000000;5,051544
10,540000;9,135605;0,136674;0,000000;5,061277
10,560000;9,153173;0,136937;0,000000;5,071010
10,580000;9,170742;0,137200;0,000000;5,080743
10,600000;9,188310;0,137462;0,000000;5,090476
10,620000;9,205878;0,137725;0,000000;5,100210
10,640000;9,223447;0,137988;0,000000;5,109943
10,660000;9,241015;0,138251;0,000000;5,119676
10,680000;9,258584;0,138514;0,000000;5,129409
10,700000;9,276152;0,138777;0,000000;5,139143
10,720000;9,293721;0,139040;0,000000;5,148876
10,740000;9,311289;0,139302;0,000000;5,158609
10,760000;9,328858;0,139565;0,000000;5,168342
10,780000;9,346426;0,139828;0,000000;5,178075
10,800000;9,363995;0,140091;0,000000;5,187809
10,820000;9,381563;0,140354;0,000000;5,197542
10,840000;9,399132;0,140617;0,000000;5,207275
10,860000;9,416700;0,140879;0,000000;5,217008
10,880000;9,434269;0,141142;0,000000;5,226742
10,900000;9,451837;0,141405;0,000000;5,236475
10,920000;9,469406;0,141668;0,000000;5,246208
10,940000;9,486974;0,141931;0,000000;5,255941
10,960000;9,504542;0,142194;0,000000;5,265674
10,980000;9,522111;0,142456;0,000000;5,275408
11,000000;9,539679;0,142719;0,000000;5,285141
11,020000;9,557248;0,142982;0,000000;5,294874
11,040000;9,574816;0,143245;0,000000;5,304607
11,060000;9,592385;0,143508;0,000000;5,314341
11,080000;9,609953;0,143771;0,000000;5,324074
11,100000;9,627522;0,144033;0,000000;5,333807
11,120000;9,645090;0,144296;0,000000;5,343540
11,140000;9,662659;0,144559;0,000000;5,353274
11,160000;9,680227;0,144822;0,000000;5,363007
11,180000;9,697796;0,145085;0,000000;5,372740
11,200000;9,715364;0,145348;0,000000;5,382473
11,220000;9,732933;0,145610;0,000000;5,392206
11,240000;9,750501;0,145873;0,000000;5,401940
11,260000;9,768069;0,146136;0,000000;5,411673
