Zeit_s;Kraft_N;Weg_mm;Durchbiegung fm_mm;Biegespannung_MPa
2,620000;1,728067;0,026406;0,000000;0,957378
2,640000;1,742003;0,026619;0,000000;0,965098
2,660000;1,755939;0,026832;0,000000;0,972819
2,680000;1,769875;0,027045;0,000000;0,980540
2,700000;1,783811;0,027258;0,000000;0,988261
2,720000;1,797747;0,027471;0,000000;0,995982
2,740000;1,811683;0,027684;0,000000;1,003702
2,760000;1,825619;0,027897;0,000000;1,011423
2,780000;1,839555;0,028110;0,000000;1,019144
2,800000;1,853491;0,028323;0,000000;1,026865
2,820000;1,867427;0,028536;0,000000;1,034585
2,840000;1,881363;0,028749;0,000000;1,042306
2,860000;1,895299;0,028962;0,000000;1,050027
2,880000;1,909235;0,029175;0,000000;1,057748
2,900000;1,923171;0,029387;0,000000;1,065469
2,920000;1,937107;0,029600;0,000000;1,073189
2,940000;1,951043;0,029813;0,000000;1,080910
2,960000;1,964979;0,030026;0,000000;1,088631
2,980000;1,978915;0,030239;0,000000;1,096352
3,000000;1,992851;0,030452;0,000000;1,104073
3,020000;2,006787;0,030665;0,000000;1,111793
3,040000;2,020723;0,030878;0,000000;1,119514
3,060000;2,034659;0,031091;0,000000;1,127235
3,080000;2,048595;0,031304;0,000000;1,134956
3,100000;2,062531;0,031517;0,000000;1,142677
3,120000;2,076467;0,031730;0,000000;1,150397
3,140000;2,090403;0,031943;0,000000;1,158118
3,160000;2,104339;0,032156;0,000000;1,165839
3,180000;2,118275;0,032369;0,000000;1,173560
3,200000;2,132211;0,032582;0,000000;1,181280
3,220000;2,146147;0,032795;0,000000;1,189001
3,240000;2,160083;0,033008;0,000000;1,196722
3,260000;2,174019;0,033221;0,000000;1,204443
3,280000;2,187955;0,033434;0,000000;1,212164
3,300000;2,201891;0,033647;0,000000;1,219884
3,320000;2,215827;0,033859;0,000000;1,227605
3,340000;2,229763;0,034072;0,000000;1,235326
3,360000;2,243699;0,034285;0,000000;1,243047
3,380000;2,257635;0,034498;0,000000;1,250768
3,400000;2,271571;0,034711;0,000000;1,258488
3,420000;2,285507;0,034924;0,000000;1,266209
3,440000;2,299443;0,035137;0,000000;1,273930
3,460000;2,313379;0,035350;0,000000;1,281651
3,480000;2,327316;0,035563;0,000000;1,289371
3,500000;2,341252;0,035776;0,000000;1,297092
3,520000;2,355188;0,035989;0,000000;1,304813
3,540000;2,369124;0,036202;0,000000;1,312534
3,560000;2,383060;0,036415;0,000000;1,320255
3,580000;2,396996;0,036628;0,000000;1,327975
3,600000;2,410932;0,036841;0,000000;1,335696
3,620000;2,424868;0,037054;0,000000;1,343417
3,640000;2,438804;0,037267;0,000000;1,351138
3,660000;2,452740;0,037480;0,000000;1,358859
3,680000;2,466676;0,037693;0,000000;1,366579
3,700000;2,480612;0,037906;0,000000;1,374300
3,720000;2,494548;0,038119;0,000000;1,382021
3,740000;2,508484;0,038331;0,000000;1,389742
3,760000;2,522420;0,038544;0,000000;1,397462
3,780000;2,536356;0,038757;0,000000;1,405183
3,800000;2,550292;0,038970;0,000000;1,412904
3,820000;2,564228;0,039183;0,000000;1,420625
3,840000;2,578164;0,039396;0,000000;1,428346
3,860000;2,592100;0,039609;0,000000;1,436066
3,880000;2,606036;0,039822;0,000000;1,443787
3,900000;2,619972;0,040035;0,000000;1,451508
3,920000;2,633908;0,040248;0,000000;1,459229
3,940000;2,647844;0,040461;0,000000;1,466950
3,960000;2,661780;0,040674;0,000000;1,474670
3,980000;2,675716;0,040887;0,000000;1,482391
4,000000;2,689652;0,041100;0,000000;1,490112
4,020000;2,703588;0,041313;0,000000;1,497833
4,040000;2,717524;0,041526;0,000000;1,505554
4,060000;2,731460;0,041739;0,000000;1,513274
4,080000;2,745396;0,041952;0,000000;1,520995
4,100000;2,759332;0,042165;0,000000;1,528716
4,120000;2,773268;0,042378;0,000000;1,536437
4,140000;2,787204;0,042591;0,000000;1,544157
4,160000;2,801140;0,042804;0,000000;1,551878
4,180000;2,815076;0,043016;0,000000;1,559599
4,200000;2,829012;0,043229;0,000000;1,567320
4,220000;2,842948;0,043442;0,000000;1,575041
4,240000;2,856884;0,043655;0,000000;1,582761
4,260000;2,870820;0,043868;0,000000;1,590482
4,280000;2,884756;0,044081;0,000000;1,598203
4,300000;2,898692;0,044294;0,000000;1,605924
4,320000;2,912628;0,044507;0,000000;1,613645
4,340000;2,926564;0,044720;0,000000;1,621365
4,360000;2,940500;0,044933;0,000000;1,629086
4,380000;2,954436;0,045146;0,000000;1,636807
4,400000;2,968372;0,045359;0,000000;1,644528
4,420000;2,982308;0,045572;0,000000;1,652248
4,440000;2,996245;0,045785;0,000000;1,659969
4,460000;3,010181;0,045998;0,000000;1,667690
4,480000;3,024117;0,046211;0,000000;1,675411
4,500000;3,038053;0,046424;0,000000;1,683132
4,520000;3,051989;0,046637;0,000000;1,690852
4,540000;3,065925;0,046850;0,000000;1,698573
4,560000;3,079861;0,047063;0,000000;1,706294
4,580000;3,093797;0,047276;0,000000;1,714015
4,600000;3,107733;0,047488;0,000000;1,721736
4,620000;3,121669;0,047701;0,000000;1,729456
4,640000;3,135605;0,047914;0,000000;1,737177
4,660000;3,149541;0,048127;0,000000;1,744898
4,680000;3,163477;0,048340;0,000000;1,752619
4,700000;3,177413;0,048553;0,000000;1,760339
4,720000;3,191349;0,048766;0,000000;1,768060
4,740000;3,205285;0,048979;0,000000;1,775781
4,760000;3,219221;0,049192;0,000000;1,783502
4,780000;3,233157;0,049405;0,000000;1,791223
4,800000;3,247093;0,049618;0,000000;1,798943
4,820000;3,261029;0,049831;0,000000;1,806664
4,840000;3,274965;0,050044;0,000000;1,814385
4,860000;3,288901;0,050257;0,000000;1,822106
4,880000;3,302837;0,050470;0,000000;1,829827
4,900000;3,316773;0,050683;0,000000;1,837547
4,920000;3,330709;0,050896;0,000000;1,845268
4,940000;3,344645;0,051109;0,000000;1,852989
4,960000;3,358581;0,051322;0,000000;1,860710
4,980000;3,372517;0,051535;0,000000;1,868431
5,000000;3,386453;0,051748;0,000000;1,876151
5,020000;3,400389;0,051960;0,000000;1,883872
5,040000;3,414325;0,052173;0,000000;1,891593
5,060000;3,428261;0,052386;0,000000;1,899314
5,080000;3,442197;0,052599;0,000000;1,907034
5,100000;3,456133;0,052812;0,000000;1,914755
5,120000;3,470069;0,053025;0,000000;1,922476
5,140000;3,484005;0,053238;0,000000;1,930197
5,160000;3,497941;0,053451;0,000000;1,937918
5,180000;3,511877;0,053664;0,000000;1,945638
5,200000;3,525813;0,053877;0,000000;1,953359
5,220000;3,539749;0,054090;0,000000;1,961080
5,240000;3,553685;0,054303;0,000000;1,968801
5,260000;3,567621;0,054516;0,000000;1,976522
5,280000;3,581557;0,054729;0,000000;1,984242
5,300000;3,595493;0,054942;0,000000;1,991963
5,320000;3,609429;0,055155;0,000000;1,999684
5,340000;3,623365;0,055368;0,000000;2,007405
5,360000;3,637301;0,055581;0,000000;2,015125
5,380000;3,651238;0,055794;0,000000;2,022846
5,400000;3,665174;0,056007;0,000000;2,030567
5,420000;3,679110;0,056220;0,000000;2,038288
5,440000;3,693046;0,056432;0,000000;2,046009
5,460000;3,706982;0,056645;0,000000;2,053729
5,480000;3,720918;0,056858;0,000000;2,061450
5,500000;3,734854;0,057071;0,000000;2,069171
5,520000;3,748790;0,057284;0,000000;2,076892
5,540000;3,762726;0,057497;0,000000;2,084613
5,560000;3,776662;0,057710;0,000000;2,092333
5,580000;3,790598;0,057923;0,000000;2,100054
5,600000;3,804534;0,058136;0,000000;2,107775
5,620000;3,818470;0,058349;0,000000;2,115496
5,640000;3,832406;0,058562;0,000000;2,123216
5,660000;3,846342;0,058775;0,000000;2,130937
5,680000;3,860278;0,058988;0,000000;2,138658
5,700000;3,874214;0,059201;0,000000;2,146379
5,720000;3,888150;0,059414;0,000000;2,154100
5,740000;3,902086;0,059627;0,000000;2,161820
5,760000;3,916022;0,059840;0,000000;2,169541
5,780000;3,929958;0,060053;0,000000;2,177262
5,800000;3,943894;0,060266;0,000000;2,184983
5,820000;3,957830;0,060479;0,000000;2,192704
5,840000;3,971766;0,060692;0,000000;2,200424
5,860000;3,985702;0,060904;0,000000;2,208145
5,880000;3,999638;0,061117;0,000000;2,215866
5,900000;4,013574;0,061330;0,000000;2,223587
5,920000;4,027510;0,061543;0,000000;2,231308
5,940000;4,041446;0,061756;0,000000;2,239028
5,960000;4,055382;0,061969;0,000000;2,246749
5,980000;4,069318;0,062182;0,000000;2,254470
6,000000;4,083254;0,062395;0,000000;2,262191
6,020000;4,097190;0,062608;0,000000;2,269911
6,040000;4,111126;0,062821;0,000000;2,277632
6,060000;4,125062;0,063034;0,000000;2,285353
6,080000;4,138998;0,063247;0,000000;2,293074
6,100000;4,152934;0,063460;0,000000;2,300795
6,120000;4,166870;0,063673;0,000000;2,308515
6,140000;4,180806;0,063886;0,000000;2,316236
6,160000;4,194742;0,064099;0,000000;2,323957
6,180000;4,208678;0,064312;0,000000;2,331678
6,200000;4,222614;0,064525;0,000000;2,339399
6,220000;4,236550;0,064738;0,000000;2,347119
6,240000;4,250486;0,064951;0,000000;2,354840
6,260000;4,264422;0,065164;0,000000;2,362561
6,280000;4,278358;0,065376;0,000000;2,370282
6,300000;4,292294;0,065589;0,000000;2,378002
6,320000;4,306230;0,065802;0,000000;2,385723
6,340000;4,320167;0,066015;0,000000;2,393444
6,360000;4,334103;0,066228;0,000000;2,401165
6,380000;4,348039;0,066441;0,000000;2,408886
6,400000;4,361975;0,066654;0,000000;2,416606
6,420000;4,375911;0,066867;0,000000;2,424327
6,440000;4,389847;0,067080;0,000000;2,432048
6,460000;4,403783;0,067293;0,000000;2,439769
6,480000;4,417719;0,067506;0,000000;2,447490
6,500000;4,431655;0,067719;0,000000;2,455210
6,520000;4,445591;0,067932;0,000000;2,462931
6,540000;4,459527;0,068145;0,000000;2,470652
6,560000;4,473463;0,068358;0,000000;2,478373
6,580000;4,487399;0,068571;0,000000;2,486093
6,600000;4,501335;0,068784;0,000000;2,493814
6,620000;4,515271;0,068997;0,000000;2,501535
6,640000;4,529207;0,069210;0,000000;2,509256
6,660000;4,543143;0,069423;0,000000;2,516977
6,680000;4,557079;0,069636;0,000000;2,524697
6,700000;4,571015;0,069849;0,000000;2,532418
6,720000;4,584951;0,070061;0,000000;2,540139
6,740000;4,598887;0,070274;0,000000;2,547860
6,760000;4,612823;0,070487;0,000000;2,555581
6,780000;4,626759;0,070700;0,000000;2,563301
6,800000;4,640695;0,070913;0,000000;2,571022
6,820000;4,654631;0,071126;0,000000;2,578743
6,840000;4,668567;0,071339;0,000000;2,586464
6,860000;4,682503;0,071552;0,000000;2,594185
6,880000;4,696439;0,071765;0,000000;2,601905
6,900000;4,710375;0,071978;0,000000;2,609626
6,920000;4,724311;0,072191;0,000000;2,617347
6,940000;4,738247;0,072404;0,000000;2,625068
6,960000;4,752183;0,072617;0,000000;2,632788
6,980000;4,766119;0,072830;0,000000;2,640509
7,000000;4,780055;0,073043;0,000000;2,648230
7,020000;4,793991;0,073256;0,000000;2,655951
7,040000;4,807927;0,073469;0,000000;2,663672
7,060000;4,821863;0,073682;0,000000;2,671392
7,080000;4,835799;0,073895;0,000000;2,679113
7,100000;4,849735;0,074108;0,000000;2,686834
7,120000;4,863671;0,074321;0,000000;2,694555
7,140000;4,877607;0,074533;0,000000;2,702276
7,160000;4,891543;0,074746;0,000000;2,709996
7,180000;4,905479;0,074959;0,000000;2,717717
7,200000;4,919415;0,075172;0,000000;2,725438
7,220000;4,933351;0,075385;0,000000;2,733159
7,240000;4,947287;0,075598;0,000000;2,740879
7,260000;4,961223;0,075811;0,000000;2,748600
7,280000;4,975159;0,076024;0,000000;2,756321
7,300000;4,989096;0,076237;0,000000;2,764042
7,320000;5,003032;0,076450;0,000000;2,771763
7,340000;5,016968;0,076663;0,000000;2,779483
7,360000;5,030904;0,076876;0,000000;2,787204
7,380000;5,044840;0,077089;0,000000;2,794925
7,400000;5,058776;0,077302;0,000000;2,802646
7,420000;5,072712;0,077515;0,000000;2,810367
7,440000;5,086648;0,077728;0,000000;2,818087
7,460000;5,100584;0,077941;0,000000;2,825808
7,480000;5,114520;0,078154;0,000000;2,833529
7,500000;5,128456;0,078367;0,000000;2,841250
7,520000;5,142392;0,078580;0,000000;2,848970
7,540000;5,156328;0,078793;0,000000;2,856691
7,560000;5,170264;0,079005;0,000000;2,864412
7,580000;5,184200;0,079218;0,000000;2,872133
7,600000;5,198136;0,079431;0,000000;2,879854
7,620000;5,212072;0,079644;0,000000;2,887574
7,640000;5,226008;0,079857;0,000000;2,895295
7,660000;5,239944;0,080070;0,000000;2,903016
7,680000;5,253880;0,080283;0,000000;2,910737
7,700000;5,267816;0,080496;0,000000;2,918458
7,720000;5,281752;0,080709;0,000000;2,926178
7,740000;5,295688;0,080922;0,000000;2,933899
7,760000;5,309624;0,081135;0,000000;2,941620
7,780000;5,323560;0,081348;0,000000;2,949341
7,800000;5,337496;0,081561;0,000000;2,957062
7,820000;5,351432;0,081774;0,000000;2,964782
7,840000;5,365368;0,081987;0,000000;2,972503
7,860000;5,379304;0,082200;0,000000;2,980224
7,880000;5,393240;0,082413;0,000000;2,987945
7,900000;5,407176;0,082626;0,000000;2,995665
7,920000;5,421112;0,082839;0,000000;3,003386
7,940000;5,435048;0,083052;0,000000;3,011107
7,960000;5,448984;0,083265;0,000000;3,018828
7,980000;5,462920;0,083477;0,000000;3,026549
8,000000;5,476856;0,083690;0,000000;3,034269
8,020000;5,490792;0,083903;0,000000;3,041990
8,040000;5,504728;0,084116;0,000000;3,049711
8,060000;5,518664;0,084329;0,000000;3,057432
8,080000;5,532600;0,084542;0,000000;3,065153
8,100000;5,546536;0,084755;0,000000;3,072873
8,120000;5,560472;0,084968;0,000000;3,080594
8,140000;5,574408;0,085181;0,000000;3,088315
8,160000;5,588344;0,085394;0,000000;3,096036
8,180000;5,602280;0,085607;0,000000;3,103756
8,200000;5,616216;0,085820;0,000000;3,111477
8,220000;5,630152;0,086033;0,000000;3,119198
8,240000;5,644089;0,086246;0,000000;3,126919
8,260000;5,658025;0,086459;0,000000;3,134640
8,280000;5,671961;0,086672;0,000000;3,142360
8,300000;5,685897;0,086885;0,000000;3,150081
8,320000;5,699833;0,087098;0,000000;3,157802
8,340000;5,713769;0,087311;0,000000;3,165523
8,360000;5,727705;0,087524;0,000000;3,173244
8,380000;5,741641;0,087737;0,000000;3,180964
8,400000;5,755577;0,087949;0,000000;3,188685
8,420000;5,769513;0,088162;0,000000;3,196406
8,440000;5,783449;0,088375;0,000000;3,204127
8,460000;5,797385;0,088588;0,000000;3,211847
8,480000;5,811321;0,088801;0,000000;3,219568
8,500000;5,825257;0,089014;0,000000;3,227289
8,520000;5,839193;0,089227;0,000000;3,235010
8,540000;5,853129;0,089440;0,000000;3,242731
8,560000;5,867065;0,089653;0,000000;3,250451
8,580000;5,881001;0,089866;0,000000;3,258172
8,600000;5,894937;0,090079;0,000000;3,265893
8,620000;5,908873;0,090292;0,000000;3,273614
8,640000;5,922809;0,090505;0,000000;3,281335
8,660000;5,936745;0,090718;0,000000;3,289055
8,680000;5,950681;0,090931;0,000000;3,296776
8,700000;5,964617;0,091144;0,000000;3,304497
8,720000;5,978553;0,091357;0,000000;3,312218
8,740000;5,992489;0,091570;0,000000;3,319939
8,760000;6,006425;0,091783;0,000000;3,327659
8,780000;6,020361;0,091996;0,000000;3,335380
8,800000;6,034297;0,092209;0,000000;3,343101
8,820000;6,048233;0,092422;0,000000;3,350822
8,840000;6,062169;0,092634;0,000000;3,358542
8,860000;6,076105;0,092847;0,000000;3,366263
8,880000;6,090041;0,093060;0,000000;3,373984
8,900000;6,103977;0,093273;0,000000;3,381705
8,920000;6,117913;0,093486;0,000000;3,389426
8,940000;6,131849;0,093699;0,000000;3,397146
8,960000;6,145785;0,093912;0,000000;3,404867
8,980000;6,159721;0,094125;0,000000;3,412588
9,000000;6,173657;0,094338;0,000000;3,420309
9,020000;6,187593;0,094551;0,000000;3,428030
9,040000;6,201529;0,094764;0,000000;3,435750
9,060000;6,215465;0,094977;0,000000;3,443471
9,080000;6,229401;0,095190;0,000000;3,451192
9,100000;6,243337;0,095403;0,000000;3,458913
9,120000;6,257273;0,095616;0,000000;3,466633
9,140000;6,271209;0,095829;0,000000;3,474354
9,160000;6,285145;0,096042;0,000000;3,482075
9,180000;6,299081;0,096255;0,000000;3,489796
9,200000;6,313018;0,096468;0,000000;3,497517
9,220000;6,326954;0,096681;0,000000;3,505237
9,240000;6,340890;0,096894;0,000000;3,512958
9,260000;6,354826;0,097106;0,000000;3,520679
9,280000;6,368762;0,097319;0,000000;3,528400
9,300000;6,382698;0,097532;0,000000;3,536121
9,320000;6,396634;0,097745;0,000000;3,543841
9,340000;6,410570;0,097958;0,000000;3,551562
9,360000;6,424506;0,098171;0,000000;3,559283
9,380000;6,438442;0,098384;0,000000;3,567004
9,400000;6,452378;0,098597;0,000000;3,574725
9,420000;6,466314;0,098810;0,000000;3,582445
9,440000;6,480250;0,099023;0,000000;3,590166
9,460000;6,494186;0,099236;0,000000;3,597887
9,480000;6,508122;0,099449;0,000000;3,605608
9,500000;6,522058;0,099662;0,000000;3,613328
9,520000;6,535994;0,099875;0,000000;3,621049
9,540000;6,549930;0,100088;0,000000;3,628770
9,560000;6,563866;0,100301;0,000000;3,636491
9,580000;6,577802;0,100514;0,000000;3,644212
9,600000;6,591738;0,100727;0,000000;3,651932
9,620000;6,605674;0,100940;0,000000;3,659653
9,640000;6,619610;0,101153;0,000000;3,667374
9,660000;6,633546;0,101366;0,000000;3,675095
9,680000;6,647482;0,101578;0,000000;3,682816
9,700000;6,661418;0,101791;0,000000;3,690536
9,720000;6,675354;0,102004;0,000000;3,698257
9,740000;6,689290;0,102217;0,000000;3,705978
9,760000;6,703226;0,102430;0,000000;3,713699
9,780000;6,717162;0,102643;0,000000;3,721419
9,800000;6,731098;0,102856;0,000000;3,729140
9,820000;6,745034;0,103069;0,000000;3,736861
9,840000;6,758970;0,103282;0,000000;3,744582
9,860000;6,772906;0,103495;0,000000;3,752303
9,880000;6,786842;0,103708;0,000000;3,760023
9,900000;6,800778;0,103921;0,000000;3,767744
9,920000;6,814714;0,104134;0,000000;3,775465
9,940000;6,828650;0,104347;0,000000;3,783186
9,960000;6,842586;0,104560;0,000000;3,790907
9,980000;6,856522;0,104773;0,000000;3,798627
10,000000;6,870458;0,104986;0,000000;3,806348
10,020000;6,884394;0,105199;0,000000;3,814069
10,040000;6,898330;0,105412;0,000000;3,821790
10,060000;6,912266;0,105625;0,000000;3,829510
10,080000;6,926202;0,105838;0,000000;3,837231
10,100000;6,940138;0,106050;0,000000;3,844952
10,120000;6,954074;0,106263;0,000000;3,852673
10,140000;6,968010;0,106476;0,000000;3,860394
10,160000;6,981947;0,106689;0,000000;3,868114
10,180000;6,995883;0,106902;0,000000;3,875835
10,200000;7,009819;0,107115;0,000000;3,883556
10,220000;7,023755;0,107328;0,000000;3,891277
10,240000;7,037691;0,107541;0,000000;3,898998
10,260000;7,051627;0,107754;0,000000;3,906718
10,280000;7,065563;0,107967;0,000000;3,914439
10,300000;7,079499;0,108180;0,000000;3,922160
10,320000;7,093435;0,108393;0,000000;3,929881
10,340000;7,107371;0,108606;0,000000;3,937602
10,360000;7,121307;0,108819;0,000000;3,945322
10,380000;7,135243;0,109032;0,000000;3,953043
10,400000;7,149179;0,109245;0,000000;3,960764
10,420000;7,163115;0,109458;0,000000;3,968485
10,440000;7,177051;0,109671;0,000000;3,976205
10,460000;7,190987;0,109884;0,000000;3,983926
10,480000;7,204923;0,110097;0,000000;3,991647
10,500000;7,218859;0,110310;0,000000;3,999368
10,520000;7,232795;0,110522;0,000000;4,007089
10,540000;7,246731;0,110735;0,000000;4,014809
10,560000;7,260667;0,110948;0,000000;4,022530
10,580000;7,274603;0,111161;0,000000;4,030251
10,600000;7,288539;0,111374;0,000000;4,037972
10,620000;7,302475;0,111587;0,000000;4,045693
10,640000;7,316411;0,111800;0,000000;4,053413
10,660000;7,330347;0,112013;0,000000;4,061134
10,680000;7,344283;0,112226;0,000000;4,068855
10,700000;7,358219;0,112439;0,000000;4,076576
10,720000;7,372155;0,112652;0,000000;4,084296
10,740000;7,386091;0,112865;0,000000;4,092017
10,760000;7,400027;0,113078;0,000000;4,099738
10,780000;7,413963;0,113291;0,000000;4,107459
10,800000;7,427899;0,113504;0,000000;4,115180
10,820000;7,441835;0,113717;0,000000;4,122900
10,840000;7,455771;0,113930;0,000000;4,130621
10,860000;7,469707;0,114143;0,000000;4,138342
10,880000;7,483643;0,114356;0,000000;4,146063
10,900000;7,497579;0,114569;0,000000;4,153784
10,920000;7,511515;0,114782;0,000000;4,161504
10,940000;7,525451;0,114994;0,000000;4,169225
10,960000;7,539387;0,115207;0,000000;4,176946
10,980000;7,553323;0,115420;0,000000;4,184667
11,000000;7,567259;0,115633;0,000000;4,192387
11,020000;7,581195;0,115846;0,000000;4,200108
11,040000;7,595131;0,116059;0,000000;4,207829
11,060000;7,609067;0,116272;0,000000;4,215550
11,080000;7,623003;0,116485;0,000000;4,223271
11,100000;7,636940;0,116698;0,000000;4,230991
11,120000;7,650876;0,116911;0,000000;4,238712
11,140000;7,664812;0,117124;0,000000;4,246433
11,160000;7,678748;0,117337;0,000000;4,254154
11,180000;7,692684;0,117550;0,000000;4,261875
11,200000;7,706620;0,117763;0,000000;4,269595
11,220000;7,720556;0,117976;0,000000;4,277316
11,240000;7,734492;0,118189;0,000000;4,285037
11,260000;7,748428;0,118402;0,000000;4,292758
